DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;ELABORACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO “TERMINAL PORTUARIO SAN JUAN DE MARCONA” ;JINZHAO PERÚ S.A.;NO PRESENCIAL;ÉXITOS TV (CANAL 47), EMISORA RADIAL: ÉXITOS RADIO (92.1 FM), LAS PLATAFORMAS VIRTUALES: FACEBOOK (HTTPS://WWW.FACEBOOK.COM/TERMINALPORTUARIOJINZHAO) Y LA APLICACIÓN CELULAR “ÉXITOS TV MARCONA;ICA;20210910;17:00:00;REALIZADO;NULL;NULL;NULL;79;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO CENTRAL HIDROELÉCTRICA SAN GABÁN II, RELACIONADO CON LA INSTALACIÓN DE UNA PRESA EN LA CUENCA DEL RÍO NINAHUISA PARA EL AFIANZAMIENTO HÍDRICO DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN II.;EMPRESA DE GENERACIÓN ELÉCTRICA SAN GABÁN S.A.;NO PRESENCIAL;"RADIO ALTURA DE MACUSANI: 730 AM Y 100.9 FM
PÁGINA WEB: WWW.RADIOALTURA.COM
FACEBOOK: WWW.FACEBOOK.COM/EMPRESASANGABANSA";PUNO;20210916;10:00:00;REALIZADO;NULL;NULL;NULL;26;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO YUMPAG CARAMA.;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;MIXTO;"C.C. HUACHUS: FRONTIS DEL LOCAL COMUNAL (CAMPO DEPORTIVO) DE LA MATRIZ
“RADIO VOZ DEL CIELO - RVC” (95.7 FM)
PÁGINA WEB: WWW.RADIORVC.COM
FACEBOOK: WWW.FACEBOOK.COM/RVCRADIO";PASCO;20210922;09:00:00;REALIZADO;39;3;36;19;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO YUMPAG CARAMA.;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;MIXTO;"C.C. SAN JUAN BAÑOS DE RABÍ: FRONTIS DEL LOCAL COMUNAL (CAMPO DEPORTIVO) DE LA MATRIZ 
“RADIO VOZ DEL CIELO - RVC” (95.7 FM)
PÁGINA WEB: WWW.RADIORVC.COM
FACEBOOK: WWW.FACEBOOK.COM/RVCRADIO";PASCO;20210923;09:00:00;REALIZADO;89;29;60;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO YUMPAG CARAMA.;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;MIXTO;"CASERÍO CACHIPAMPA  (C.C. SAN JUAN DE YANACOCHA): PATIO DE LA I.E. SECUNDARIA CACHIPAMPA (LOSA DEPORTIVA)  
“RADIO VOZ DEL CIELO - RVC” (95.7 FM)
PÁGINA WEB: WWW.RADIORVC.COM
FACEBOOK: WWW.FACEBOOK.COM/RVCRADIO";PASCO;20210924;09:00:00;REALIZADO;39;11;28;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;INSTALACIÓN DE LOS SERVICIOS DE PROTECCIÓN EN LOS RESTOS ARQUEOLÓGICOS DE YARUSPAMPA, DEL CENTRO POBLADO DE ASTOBAMBA, DISTRITO DE YANAHUANCA – PROVINCIA DE DANIEL CARRIÓN – REGIÓN PASCO;GOBIERNO REGIONAL DE PASCO;NO PRESENCIAL;"PLATAFORMA VIRTUAL ZOOM:
HTTPS://BYUI.ZOOM.US/J/94173961274?PWD=VNFSMHVQQUZEAFNSSNJSY3DHCTG5QT09
ID DE REUNIÓN: 941 7396 1274
CÓDIGO DE ACCESO: 596850
EMISORA RADIAL: RADIO EL SEMBRADOR EN VIVO (101.9 FM)
FACEBOOK:
GOBIERNO REGIONAL PASCO: HTTPS://WWW.FACEBOOK.COM/PASCOREGION
MUNICIPALIDAD PROVINCIAL DANIEL ALCIDES CARRIÓN: 
HTTPS://WWW.FACEBOOK.COM/MUNICIPALIDADDAC
";PASCO;20210924;17:00:00;REALIZADO;NULL;NULL;NULL;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LEÓN EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA PROVINCIA DE TRUJILLO, DEPARTAMENTO DE LA LIBERTAD”;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;EMISORA RADIO LIBERTAD DE TRUJILLO (1160 AM), RADIO STEREO DIPLOMAT (92.1 FM) Y LA PÁGINA WEB DE RADIO LIBERTAD DE TRUJILLO;LA LIBERTAD;20210925;14:06:00;REALIZADO;NULL;NULL;NULL;51;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (MEIA-D) DEL PROYECTO “AEROPUERTO INTERNACIONAL JORGE CHÁVEZ”;LIMA AIRPORT PARTNERS S.R.L.;NO PRESENCIAL;"LINK: HTTPS://US06WEB.ZOOM.US/J/86598836467
MEETING ID: 865 9883 6467
HTTPS://RADIOS.COM.PE/SATELITE-CALLAO/
HTTPS://RADIOCHALACA.PE/
PRENSA CHALACA  (HTTPS://WWW.FACEBOOK.COM/PRENSACHALACA)  
REDES SOCIALES DE BARRIO UNIDO (HTTPS://WWW.FACEBOOK.COM/BARRIO-UNIDO-784915078206370) 
CHALACOS A BORDO (HTTPS://WWW.FACEBOOK.COM/CHALACOSABORDOLAP) 
";LIMA;20210925;15:00:00;REALIZADO;NULL;NULL;NULL;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP)  DEL PROYECTO AGRÍCOLA EL TAMBO I.;EMPRESA AGORINDUSTRIAL EL PARAISO S.A.C;NO PRESENCIAL;"EMISORA RADIAL: “RADIO CADENA "" (100.9 FM) ";LA LIBERTAD;20211030;14:00:00;REALIZADO;NULL;NULL;NULL;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL LOTE 31-C PROYECTO DE ADQUISICIÓN SÍSMICA 3D Y PERFORACIÓN DE UN (01) POZO EXPLORATORIO EN EL LOTE 31-C.;AGUAYTÍA ENERGY PERÚ S.R.L.;NO PRESENCIAL;"
- RADIO: “MELODÍA CURIMANÁ” (94.1 FM). 
- TABLETS Y ALTOPARLANTES.";UCAYALI;20211128;12:00:00;REALIZADO;NULL;NULL;NULL;242;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO TRAPICHE.;EL MOLLE VERDE S.A.C.;MIXTO;"TEATRÍN DE LA MUNICIPAL PROVINCIAL DE ANTABAMBA 
CLUB SOCIAL RENOVACIÓN
EXTERIORES TEATRÍN DE LA MUNICIPAL PROVINCIAL DE ANTABAMBA
“RADIO ILLARY” (101.1 FM) 
FACEBOOK DE “RADIO ILLARY”: HTTPS://WWW.FACEBOOK.COM/BENITOABAD.CUAKERAVERA.9";APURÍMAC;20211210;09:00:00;REALIZADO;239;98;141;38;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA” PRESENTADO POR PROVÍAS NACIONAL.;PROVÍAS NACIONAL;NO PRESENCIAL;"PERIFONEO: PERIFONEO EN LA UNIDAD POBLACIONAL HUANCANÉ CHICO
";PUNO ;20211212;15:00:00;REALIZADO;NULL;NULL;NULL;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA PRESENTADO POR PROVÍAS NACIONAL.;PROVÍAS NACIONAL;NO PRESENCIAL;"PERIFONEO: PERIFONEO EN LA COMUNIDAD CAMPESINA DE TOROYA
";PUNO ;20211214;09:00:00;REALIZADO;NULL;NULL;NULL;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO AGRÍCOLA DE LA ASOCIACIÓN AGROPECUARIA SAN GORJES.;ASOCIACIÓN AGROPECUARIA SAN GORJES;NO PRESENCIAL;"PLATAFORMA “ZOOM”, A TRAVÉS DE LOS SIGUIENTES MEDIOS: 
HTTP//WWW.CONSULTINGSERVICIOSLUCKY.COM/ HTTPS://WWW.FACEBOOK.COM/CONSULTINGSEL/";ICA;20211229;16:00:00;REALIZADO;NULL;NULL;NULL;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO HUANCAPETÍ.;COMPAÑÍA MINERA LINCUNA S.A.;NO PRESENCIAL;"AIJA: RADIO IMÁN (94.1 FM)
LA MERCED: RADIO VIRGEN DE LAS MERCEDES (93.7 FM)";ANCASH;20220124;10:00:00;REALIZADO;NULL;NULL;NULL;56;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO HUANCAPETÍ.;COMPAÑÍA MINERA LINCUNA S.A.;NO PRESENCIAL;"RECUAY: RADIO RECUAY (104.5 FM)
TICAPAMPA: RADIO SUPER STEREO (107.7 FM)";ANCASH;20220125;10:00:00;REALIZADO;NULL;NULL;NULL;84;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DEL FUNDO GINI.;AGRÍCOLA ANDREA S.A.C.;NO PRESENCIAL;PLATAFORMA GOOGLE MEET MEDIANTE EL ENLACE: HTTPS://MEET.GOOGLE.COM/MFE-AIMQ-COW;ICA;20220203;15:00:00;REALIZADO;17;10;7;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DEL FUNDO ARENUVA.;ARENUVA S.A.C.;NO PRESENCIAL;"PLATAFORMA “MEET”, A TRAVÉS DEL SIGUIENTE ENLACE: 
 HTTPS://MEET.GOOGLE.COM/PIE-OSFT-PSU ";ICA;20220204;15:00:00;REALIZADO;NULL;NULL;NULL;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;SEGUNDA MEIA-D “AEROPUERTO INTERNACIONAL JORGE CHÁVEZ”;LIMA AIRPORT PARTNERS S.R.L.;NO PRESENCIAL;"SALA VIRUTAL ZOOM: HTTPS://US06WEB.ZOOM.US/J/8652775853 8?PWD=YZBRDVBACMGWZE93ZJIVMJR GCGVRUT09
MEETING ID: 865 2775 8538   
EMISORAS RADIALES: RADIO SATÉLITE (100.7 FM)  ( HTTOS://RADIOS.COM.PE/SATELITE-CALLAO/)     RADIO CHALACA (SEÑAL STREAMING) 
HTTPS://RADIOCHALACA.PE/                                                            FACEBOOK: PRENSA CHALACA: HTTOS://WWW.FACEBOOK.COM/ PRENSACHALACA
BARRIO UNIDO:HTTPS://WWW.FACEBOOK. COM/BARRIO-
UNIDO-784915078206370                                          CHALACOS A BORDO: HTTPS://WWW.FACEBOOK.COM/CHALACOSABORDOLAP

NÚMERO DE ATENCIÓN 
942891464
";LIMA;20220205;15:00:00;REALIZADO;NULL;NULL;NULL;29;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA INMACULADA.;COMPAÑÍA MINERA ARES S.A.C.;NO PRESENCIAL;"- RADIO PAUZA EN LA NOTICIA (94.5 FM) 
- RADIO MILENIUM (97.7 FM)
- FACEBOOK DE “RADIO PAUZA EN LA NOTICIA”: HTTPS://WWW.FACEBOOK.COM/RADIOPAUZAENLANOTICIA94.5FM
- FACEBOOK DE “RADIO MILENIUM”: HTTPS://WWW.FACEBOOK.COM/MARX.MOLINA.ROSARIO.68
- FACEBOOK DE OIP - UNIDAD MINERA INMACULADA: HTTPS://WWW.FACEBOOK.COM/OIPINMACULADA  
- FACEBOOK AUDIENCIA PÚBLICA - UNIDAD MINERA INMACULADA: HTTPS://WWW.FACEBOOK.COM/AUDIENCIAPUBLICAUMINMACULADA";AYACUCHO;20220212;07:00:00;REALIZADO;NULL;NULL;NULL;181;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO ROMINA.;COMPAÑÍA MINERA CHUNGAR S.A.C.;NO PRESENCIAL;"RADIO ELITE - ATAVILLOS, FRECUENCIAS 102.3 FM Y 104.1 FM, SU PÁGINA WEB 
(WWW.RADIOELITEPERU.COM) Y SU PÁGINA DE FACEBOOK 
(HTTPS://WWW.FACEBOOK.COM/RADIOELITE.HUARAL.5/). Y 
RADIO TV ORO HUAYLLAY, FRECUENCIAS 990 AM Y 100.5 FM, SU PÁGINA WEB 
(WWW.RADIOTVORO.COM) Y SU PÁGINA DE FACEBOOK 
(HTTPS://WWW.FACEBOOK.COM/RADIOTVORO/). ";LIMA;20220226;15:00:00;REALIZADO;NULL;NULL;NULL;77;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES, MARGEN IZQUIERDO Y DERECHO DEL RÍO QUÍO MAYO DEL CENTRO POBLADO QUÍO - DISTRIO DE CAYNA - PORVINCIA DE AMBO Y DEPARTAMENTO DE HUÁNUCO;MUNICIPALIDAD DISTRITAL DE CAYNA;NO PRESENCIAL;"RADIO ""LA PODEROSA"" 98.7 FM
FACEBOOK DE LA MUNICIPALIDAD DE CAYNA";HUÁNUCO;20220304;17:00:00;REALIZADO;NULL;NULL;NULL;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;AUDIENCIA;TRANSPORTE;LA SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL “AEROPUERTO INTERNACIONAL JORGE CHÁVEZ”;LIMA AIRPORT PARTNERS S.R.L.;NO PRESENCIAL;"PLATAFORMAS VIRTUALES:
HTTPS://US06WEB.ZOOM.US/J/87585459425
CÓDIGO DE ACCESO: 865 2775 8538
EMISORA RADIAL:
§ RADIO SATÉLITE (100.7 FM)
HTTPS://RADIOS.COM.PE/SATELITE- CALLAO/
§ RADIO CHALACA (SEÑAL STREAMING)
§ HTTPS://RADIOCHALACA.PE/
RETRANSMISIÓN DE LA AUDIENCIA PÚBLICA
§ PRENSA CHALACA:
HTTOS://WWW.FACEBOOK.COM/ PRENSA CHALACA
§ BARRIO UNIDO: HTTPS://WWW.FACEBOOK. COM/BARRIO-UNIDO-784915078206370
§ CHALACOS A BORDO: HTTPS://WWW.FACEBOOK. COM/CHALACOSABORDOLAP
LÍNEAS TELEFÓNICAS:
942 891 464
DIRECCIÓN ELECTRÓNICA (PROYECTO):
COMUNICACIONES@NUEVOJORGECHAVEZ.COM
DIRECCIÓN ELECTRÓNICA (SENACE):
§ PARTICIPACIONCIUDADANA@SENACE.GOB.PE";LIMA;20220305;15:00:00;REALIZADO;119;38;54;60;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DEL CANAL PRINCIPAL LUCHADOR - SHICA EN LOS DISTRITOS DE SORITOR, HABANA Y CALZADA DE LA PROVINCIA DE MOYOBAMBA - REGIÓN SAN MARTÍN;PROYECTO ESPECIAL ALTO MAYO;NO PRESENCIAL;RADIO ESTACIÓN C 101.7 FM;SAN MARTÍN;20220311;15:00:00;REALIZADO;NULL;NULL;NULL;6;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN MINERA ZAFRANAL.;COMPAÑÍA MINERA ZAFRANAL S.A.C.;NO PRESENCIAL;"RADIO LA LEY CASTILLA (99.9 FM) Y CANAL 03 TV VALLE VISIÓN EN HUANCARQUI.
- RADIO AGRICULTURA (97.9 FM), RADIO LA LEY CASTILLA (99.9 FM) Y CANAL 03 TV VALLE VISIÓN EN CORIRE Y ANEXO PEDREGAL
- RADIO SABOR MIX (100.1 FM), RADIO LA VOZ (88.3 FM) Y CANAL 10 TV MAJES EN MAJES EL PEDREGAL.
- FACEBOOK: PROYECTO ZAFRANAL EN HTTPS://WWW.FACEBOOK.COM/PROYECTOZAFRANAL/";AREQUIPA;20220326;08:00:00;REALIZADO;NULL;NULL;NULL;439;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;"-RADIO ALTURA (730 AM Y 100.9 FM)
-RADIO ASWANQHARI (580 AM Y 92.3 FM)
-RADIO SUPER HITS (101.9 FM)
-RADIO AZÁNGARO (760 AM Y 99.3 FM)
TELEFONO DE ATENCIÓN :	992902296";PUNO ;20220409;16:00:00;REALIZADO;NULL;NULL;NULL;49;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA”";PROVÍAS NACIONAL;NO PRESENCIAL;"PERIFONEO: PERIFONEO EN LA COMUNIDAD CAMPESINA TORUNI TIULLANI PATI.
";PUNO ;20220422;14:00:00;REALIZADO;NULL;NULL;NULL;5;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA”";PROVÍAS NACIONAL;NO PRESENCIAL;"PERIFONEO: PERIFONEO EN LA COMUNIDAD CAMPESINA DE TOROYA
";PUNO ;20220423;09:00:00;REALIZADO;NULL;NULL;NULL;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA”";PROVÍAS NACIONAL;NO PRESENCIAL;"PERIFONEO: PERIFONEO EN LA COMUNIDAD CAMPESINA  DE QUINSHACHATA
";AREQUIPA;20220423;14:30:00;REALIZADO;NULL;NULL;NULL;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;MODIFICATORIA DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO  (MEIA-D) DEL PROYECTO “ENLACE 500 KV NUEVA YANANGO - NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS”;CONSORCIO TRANSMANTARO S.A.;NO PRESENCIAL;"RADIO RUMBA (96.3 FM Y 106.9 FM)
 Y RADIO MIRAFLORES (100.5 FM) ";HUÁNUCO;20220424;08:00:00;REALIZADO;NULL;NULL;NULL;67;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""MEJORAMIENTO DE LA RUTA PE-34C, TRAMO: DV. CHIGUATA – SANTA LUCÍA”";PROVÍAS NACIONAL;NO PRESENCIAL;"PLATAFORMAS VIRTUALES: 
	HTTPS://MEET.GOOGLE.COM/RQM-ZTMX-NMP
HTTPS://WWW.FACEBOOK.COM/ESTUDIOCHIGUATASANTALUCIA
LÍNEAS TELEFÓNICAS:
-960135115 
-995737871 
DIRECCIÓN ELECTRÓNICA (PROYECTO):
CONSULTASCHIGUATASANTALUCIA@GMAIL.COM
DIRECCIÓN ELECTRÓNICA (SENACE):
PARTICIPACIONCIUDADANA@SENACE.GOB.PE
";AREQUIPA;20220424;10:00:00;REALIZADO;NULL;NULL;NULL;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DE LA PLANTA DE TRATAMIENTO CONTRA LA MOSCA DE LA FRUTA EN EL DISTRITO DE LA OROYA, PROVINCIA DE YAULI, DEPARTAMENTO DE JUNÍN.; SERVICIO NACIONAL DE SANIDAD AGRARIA ;NO PRESENCIAL;"PLATAFORMA GOOGLE MEET MEDIANTE EL ENLACE: 
HTTPS://MEET.GOOGLE.COM/EWK-DUJY-JCJ";JUNIN;20220512;10:00:00;REALIZADO;NULL;NULL;NULL;NULL;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO PARQUE EÓLICO SHOUGANG Y SU INTERCONEXIÓN AL SEIN.;SHOUGANG GENERACIÓN ELÉCTRICA S.A.A.;NO PRESENCIAL;"• “RADIO ÉXITOS” (92.1 FM)
• FACEBOOK DE “RADIO ÉXITOS”: HTTPS://WWW.FACEBOOK.COM/EXITOSTVMARCONA (ÉXITOS TV MARCONA)
• APLICATIVO MÓVIL DE “RADIO ÉXITOS”EN PLAY STORE Y APP STORE: “ÉXITOS TV MARCONA”";ICA;20220514;15:00:00;REALIZADO;NULL;NULL;NULL;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;AUDIENCIA;TRANSPORTE;MODIFICATORIA DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO  (MEIA-D) DEL PROYECTO “ENLACE 500 KV NUEVA YANANGO - NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS”;CONSORCIO TRANSMANTARO S.A.;NO PRESENCIAL;RADIO RUMBA (96.3 FM Y 106.9 FM)  Y RADIO MIRAFLORES (100.5 FM) ;HUÁNUCO;20220515;10:00:00;REALIZADO;NULL;14;15;141;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;AUDIENCIA;SALUD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIAD)  DEL PROYECTO: ""PLANTA DE TRATAMIENTO DE RESIDUOS SOLIDOS Y RELLENO DE SEGURIDAD HUATIPUKA""";TOWER AND TOWER S.A.;NO PRESENCIAL;RADIO AMERICANA 95.7 FM;MOQUEGUA;20220518;10:00:00;REALIZADO;60;28;32;74;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"DURANTE LA ELABORACIÓN DEL ESTUDIO DE  IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""TERMINAL PORTUARIO SAN JUAN DE MARCONA” ";TERMINAL PORTUARIO JINZHAO PERÚ S.A.;NO PRESENCIAL;"ÉXITOS TV (CANAL 47), EMISORA RADIAL: 
ÉXITOS RADIO (92.1 FM), LAS PLATAFORMAS VIRTUALES: FACEBOOK (HTTPS://WWW.FACEBOOK.COM/TERMINALPORTUARIOJINZHAO) Y LA APLICACIÓN CELULAR “ÉXITOS TV MARCONA” ";ICA;20220520;17:00:00;REALIZADO;62;22;40;136;20240530
