"ORDEN
ALFABÉTICO";"ORDEN 
PRESUPUESTAL";DEPARTAMENTO;PROVINCIA;GOBIERNOS LOCALES; PIA ; PIM ;Puntaje de PIM; Certificación ; Compromiso Anual ; Atención de Compromiso Mensual  ; Devengado  ; Girado  ;Avance % ;Puntaje de Avance; Población ;Puntaje de Población;TOTAL;;;;;;;;;;;;
1009;91;PIURA;TALARA;200702-301582: MUNICIPALIDAD DISTRITAL DE EL ALTO; S/3,475,965 ; S/2,137,198 ;5; S/2,129,167 ; S/2,128,810 ; S/2,111,192 ; S/2,097,740 ; S/2,097,740 ;98.2;5; S/8,316 ;2;12;;;;;;;;;;;;
1061;92;PUNO;CHUCUITO;210405-301637: MUNICIPALIDAD DISTRITAL DE PISACOMA; S/70,000 ; S/1,143,317 ;5; S/1,123,843 ; S/1,123,843 ; S/1,119,743 ; S/1,119,743 ; S/1,119,743 ;97.9;5; S/8,114 ;2;12;;;;;;;;;;;;
574;93;HUANUCO;HUANUCO;100105-300889: MUNICIPALIDAD DISTRITAL DE MARGOS; S/688,355 ; S/1,235,000 ;5; S/1,234,999 ; S/1,214,370 ; S/1,211,057 ; S/1,208,127 ; S/1,208,127 ;97.8;5; S/4,120 ;2;12;;;;;;;;;;;;
988;94;PIURA;MORROPON;200401-301556: MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS; S/30,000 ; S/38,100 ;2; S/37,225 ; S/37,225 ; S/37,225 ; S/37,142 ; S/37,142 ;97.5;5; S/162,027 ;5;12;;;;;;;;;;;;
256;95;AREQUIPA;CAYLLOMA;040503-300397: MUNICIPALIDAD DISTRITAL DE CABANACONDE; S/-   ; S/1,069,185 ;5; S/1,040,519 ; S/1,040,519 ; S/1,040,519 ; S/1,040,519 ; S/1,040,519 ;97.3;5; S/2,094 ;2;12;;;;;;;;;;;;
1173;96;TACNA;JORGE BASADRE;230302-301794: MUNICIPALIDAD DISTRITAL DE ILABAYA; S/1,520,000 ; S/1,594,763 ;5; S/1,587,944 ; S/1,554,880 ; S/1,554,880 ; S/1,551,921 ; S/1,551,921 ;97.3;5; S/6,663 ;2;12;;;;;;;;;;;;
1037;97;PUNO;AZANGARO;210206-301613: MUNICIPALIDAD DISTRITAL DE CHUPA; S/13,000 ; S/1,308,658 ;5; S/1,308,654 ; S/1,302,801 ; S/1,261,962 ; S/1,261,962 ; S/1,261,962 ;96.4;5; S/5,756 ;2;12;;;;;;;;;;;;
834;98;LIMA;LIMA;150120-301269: MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR; S/100,001 ; S/106,423 ;3; S/106,422 ; S/102,667 ; S/102,667 ; S/102,479 ; S/102,479 ;96.3;5; S/65,139 ;4;12;;;;;;;;;;;;
870;99;LIMA;CAÑETE;150510-301320: MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL; S/-   ; S/889,098 ;4; S/880,002 ; S/851,833 ; S/851,452 ; S/851,452 ; S/850,109 ;95.8;5; S/28,216 ;3;12;;;;;;;;;;;;
784;100;LA LIBERTAD;SANTIAGO DE CHUCO;131001-301197: MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO; S/17,000 ; S/619,358 ;4; S/618,109 ; S/618,109 ; S/592,652 ; S/592,652 ; S/592,652 ;95.7;5; S/20,368 ;3;12;;;;;;;;;;;;
827;101;LIMA;LIMA;150113-301262: MUNICIPALIDAD DISTRITAL DE JESUS MARIA; S/631,255 ; S/395,644 ;3; S/377,750 ; S/377,750 ; S/377,750 ; S/377,750 ; S/377,750 ;95.5;5; S/81,743 ;4;12;;;;;;;;;;;;
387;102;CAJAMARCA;SAN IGNACIO;060904-300638: MUNICIPALIDAD DISTRITAL DE LA COIPA; S/-   ; S/768,232 ;4; S/728,750 ; S/728,750 ; S/728,317 ; S/728,317 ; S/728,317 ;94.8;5; S/21,229 ;3;12;;;;;;;;;;;;
997;103;PIURA;PAITA;200504-301569: MUNICIPALIDAD DISTRITAL DE COLAN; S/-   ; S/983,893 ;4; S/983,893 ; S/932,931 ; S/932,931 ; S/932,460 ; S/932,460 ;94.8;5; S/14,869 ;3;12;;;;;;;;;;;;
445;104;CUSCO ;CANAS;080505-300720: MUNICIPALIDAD DISTRITAL DE LAYO; S/300,000 ; S/1,180,978 ;5; S/1,134,750 ; S/1,110,975 ; S/1,110,975 ; S/1,110,975 ; S/1,110,975 ;94.1;5; S/5,548 ;2;12;;;;;;;;;;;;
843;105;LIMA;LIMA;150130-301279: MUNICIPALIDAD DISTRITAL DE SAN BORJA; S/3,746,330 ; S/3,042,196 ;5; S/2,865,741 ; S/2,859,239 ; S/2,858,431 ; S/2,858,431 ; S/2,858,431 ;94;5; S/8,722 ;2;12;;;;;;;;;;;;
579;106;HUANUCO;AMBO;100203-300897: MUNICIPALIDAD DISTRITAL DE COLPAS; S/-   ; S/1,065,598 ;5; S/1,000,000 ; S/1,000,000 ; S/1,000,000 ; S/1,000,000 ; S/1,000,000 ;93.8;5; S/1,629 ;2;12;;;;;;;;;;;;
288;107;AYACUCHO;HUAMANGA;050110-300449: MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA; S/-   ; S/156,131 ;3; S/146,334 ; S/146,334 ; S/146,334 ; S/146,334 ; S/146,334 ;93.7;5; S/53,934 ;4;12;;;;;;;;;;;;
1174;108;TACNA;JORGE BASADRE;230303-301795: MUNICIPALIDAD DISTRITAL DE ITE; S/1,232,488 ; S/6,062,558 ;5; S/6,049,503 ; S/5,686,502 ; S/5,686,502 ; S/5,605,237 ; S/5,602,741 ;92.5;5; S/3,217 ;2;12;;;;;;;;;;;;
190;109;APURIMAC;COTABAMBA;030505-300307: MUNICIPALIDAD DISTRITAL DE MARA; S/200,000 ; S/1,400,000 ;5; S/1,332,970 ; S/1,298,091 ; S/1,288,716 ; S/1,288,606 ; S/1,288,606 ;92;5; S/6,127 ;2;12;;;;;;;;;;;;
74;110;ANCASH;CASMA;020801-300139: MUNICIPALIDAD PROVINCIAL DE CASMA; S/73,000 ; S/653,552 ;4; S/643,552 ; S/643,552 ; S/643,532 ; S/593,846 ; S/593,846 ;90.9;5; S/40,363 ;3;12;;;;;;;;;;;;
453;111;CUSCO ;CANCHIS;080605-300728: MUNICIPALIDAD DISTRITAL DE PITUMARCA; S/300,000 ; S/1,791,206 ;5; S/1,626,352 ; S/1,626,352 ; S/1,626,352 ; S/1,626,352 ; S/1,626,352 ;90.8;5; S/8,366 ;2;12;;;;;;;;;;;;
818;112;LIMA;LIMA;150102-301251: MUNICIPALIDAD DISTRITAL DE ANCON; S/53,328 ; S/215,346 ;3; S/215,346 ; S/205,406 ; S/201,049 ; S/195,217 ; S/195,217 ;90.7;5; S/82,677 ;4;12;;;;;;;;;;;;
1047;113;PUNO;CARABAYA;210301-301623: MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI; S/197,770 ; S/194,838 ;3; S/194,687 ; S/194,622 ; S/176,122 ; S/176,122 ; S/176,122 ;90.4;5; S/78,873 ;4;12;;;;;;;;;;;;
475;114;CUSCO ;LA CONVENCION;080909-300756: MUNICIPALIDAD DISTRITAL DE VILCABAMBA; S/-   ; S/1,463,733 ;5; S/1,381,232 ; S/1,315,258 ; S/1,315,258 ; S/1,315,258 ; S/1,315,258 ;89.9;4; S/10,240 ;3;12;;;;;;;;;;;;
933;115;MADRE DE DIOS;TAMBOPATA;170101-301471: MUNICIPALIDAD PROVINCIAL DE TAMBOPATA; S/2,160,000 ; S/264,939 ;3; S/260,250 ; S/260,250 ; S/260,193 ; S/235,193 ; S/235,193 ;88.8;4; S/106,145 ;5;12;;;;;;;;;;;;
490;116;CUSCO ; PAUCARTAMBO;081101-300767: MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO; S/815,000 ; S/5,251,829 ;5; S/5,218,659 ; S/4,731,053 ; S/4,731,053 ; S/4,633,502 ; S/4,633,502 ;88.2;4; S/47,579 ;3;12;;;;;;;;;;;;
730;117;JUNIN;CHUPACA;120901-301118: MUNICIPALIDAD PROVINCIAL DE CHUPACA; S/616,900 ; S/2,647,271 ;5; S/2,640,912 ; S/2,630,393 ; S/2,619,434 ; S/2,331,501 ; S/2,331,501 ;88.1;4; S/21,538 ;3;12;;;;;;;;;;;;
1100;118;PUNO;SAN ANTONIO DE PUTINA;211002-301677: MUNICIPALIDAD DISTRITAL DE ANANEA; S/19,142 ; S/1,010,562 ;5; S/958,240 ; S/899,982 ; S/884,982 ; S/883,032 ; S/883,032 ;87.4;4; S/11,551 ;3;12;;;;;;;;;;;;
857;119;LIMA;BARRANCA;150201-301294: MUNICIPALIDAD PROVINCIAL DE BARRANCA; S/93,910 ; S/849,339 ;4; S/778,546 ; S/771,449 ; S/748,218 ; S/738,798 ; S/737,891 ;87;4; S/72,221 ;4;12;;;;;;;;;;;;
97;120;ANCASH;HUARMEY;021101-300166: MUNICIPALIDAD PROVINCIAL DE HUARMEY; S/224,630 ; S/1,680,240 ;5; S/1,668,268 ; S/1,610,877 ; S/1,606,730 ; S/1,453,147 ; S/1,453,147 ;86.5;4; S/27,123 ;3;12;;;;;;;;;;;;
148;121;APURIMAC;ABANCAY;030104-300254: MUNICIPALIDAD DISTRITAL DE CURAHUASI; S/250,000 ; S/1,607,154 ;5; S/1,390,134 ; S/1,390,134 ; S/1,390,134 ; S/1,389,894 ; S/1,389,894 ;86.5;4; S/17,064 ;3;12;;;;;;;;;;;;
659;122;JUNIN;HUANCAYO;120101-301003: MUNICIPALIDAD PROVINCIAL DE HUANCAYO; S/150,000 ; S/110,009 ;3; S/102,713 ; S/100,957 ; S/96,456 ; S/95,051 ; S/95,051 ;86.4;4; S/595,183 ;5;12;;;;;;;;;;;;
556;123;HUANCAVELICA;TAYACAJA;090705-300872: MUNICIPALIDAD DISTRITAL DE COLCABAMBA; S/441,842 ; S/3,284,466 ;5; S/3,222,548 ; S/3,127,852 ; S/3,072,852 ; S/2,817,528 ; S/2,817,528 ;85.8;4; S/11,989 ;3;12;;;;;;;;;;;;
1018;124;PUNO;PUNO;210102-301594: MUNICIPALIDAD DISTRITAL DE ACORA; S/521,500 ; S/1,623,604 ;5; S/1,542,391 ; S/1,474,932 ; S/1,356,444 ; S/1,356,444 ; S/1,356,444 ;83.5;4; S/23,439 ;3;12;;;;;;;;;;;;
463;125;CUSCO ;ESPINAR;080801-300740: MUNICIPALIDAD PROVINCIAL DE ESPINAR; S/1,017,000 ; S/27,876,373 ;5; S/27,523,232 ; S/24,921,260 ; S/23,234,397 ; S/23,132,819 ; S/23,132,819 ;83;4; S/38,886 ;3;12;;;;;;;;;;;;
1035;126;PUNO;AZANGARO;210204-301611: MUNICIPALIDAD DISTRITAL DE ASILLO; S/137,010 ; S/1,035,858 ;5; S/957,020 ; S/841,540 ; S/841,540 ; S/841,540 ; S/841,540 ;81.2;4; S/14,758 ;3;12;;;;;;;;;;;;
1099;127;PUNO;SAN ANTONIO DE PUTINA;211001-301676: MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA; S/714,000 ; S/3,589,017 ;5; S/3,509,180 ; S/2,894,163 ; S/2,894,163 ; S/2,894,163 ; S/2,894,163 ;80.6;4; S/34,734 ;3;12;;;;;;;;;;;;
1057;128;PUNO;CHUCUITO;210401-301633: MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI; S/1,553,742 ; S/6,502,327 ;5; S/6,099,178 ; S/5,886,841 ; S/5,140,667 ; S/5,140,667 ; S/5,137,808 ;79.1;3; S/88,112 ;4;12;;;;;;;;;;;;
191;129;APURIMAC;COTABAMBA;030501-300303: MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA; S/-   ; S/6,692,874 ;5; S/6,104,797 ; S/5,633,989 ; S/5,509,219 ; S/5,184,770 ; S/5,184,770 ;77.5;3; S/55,208 ;4;12;;;;;;;;;;;;
1064;130;PUNO;EL COLLAO;210501-301640: MUNICIPALIDAD PROVINCIAL EL COLLAO - ILAVE; S/434,404 ; S/2,758,123 ;5; S/2,711,620 ; S/2,270,440 ; S/2,162,250 ; S/2,118,903 ; S/2,118,903 ;76.8;3; S/66,287 ;4;12;;;;;;;;;;;;
417;131;CUSCO ;CUSCO;080104-300687: MUNICIPALIDAD DISTRITAL DE SAN JERONIMO; S/64,937 ; S/2,584,804 ;5; S/2,564,374 ; S/2,177,317 ; S/1,909,324 ; S/1,909,324 ; S/1,909,324 ;73.9;3; S/70,453 ;4;12;;;;;;;;;;;;
278;132;AREQUIPA;ISLAY;040701-300423: MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO; S/-   ; S/4,537,409 ;5; S/3,957,097 ; S/3,298,914 ; S/3,298,914 ; S/3,298,914 ; S/3,292,874 ;72.7;3; S/54,851 ;4;12;;;;;;;;;;;;
372;133;CAJAMARCA;HUALGAYOC;060701-300620: MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA; S/-   ; S/1,674,582 ;5; S/1,591,075 ; S/1,591,075 ; S/1,220,317 ; S/1,196,357 ; S/1,196,357 ;71.4;3; S/83,913 ;4;12;;;;;;;;;;;;
222;134;AREQUIPA;AREQUIPA;040122-300352: MUNICIPALIDAD DISTRITAL DE SOCABAYA; S/3,909,000 ; S/5,690,531 ;5; S/5,392,413 ; S/4,354,467 ; S/4,015,316 ; S/3,940,236 ; S/3,940,236 ;69.2;3; S/80,977 ;4;12;;;;;;;;;;;;
266;135;AREQUIPA;CAYLLOMA;040501-300395: MUNICIPALIDAD PROVINCIAL DE CAYLLOMA - CHIVAY; S/-   ; S/1,457,541 ;5; S/1,446,306 ; S/1,082,976 ; S/1,082,976 ; S/978,413 ; S/978,385 ;67.1;3; S/97,458 ;4;12;;;;;;;;;;;;
736;136;LA LIBERTAD;TRUJILLO;130102-301128: MUNICIPALIDAD DISTRITAL DE EL PORVENIR; S/-   ; S/730,780 ;4; S/729,788 ; S/727,788 ; S/727,788 ; S/475,227 ; S/475,227 ;65;3; S/229,115 ;5;12;;;;;;;;;;;;
634;137;ICA;CHINCHA;110201-300974: MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA; S/220,000 ; S/1,442,823 ;5; S/1,350,494 ; S/1,324,018 ; S/943,273 ; S/922,483 ; S/922,483 ;63.9;3; S/77,070 ;4;12;;;;;;;;;;;;
1032;138;PUNO;AZANGARO;210201-301608: MUNICIPALIDAD PROVINCIAL DE AZANGARO; S/701,941 ; S/652,847 ;4; S/624,140 ; S/422,195 ; S/419,158 ; S/410,167 ; S/410,167 ;62.8;3; S/112,149 ;5;12;;;;;;;;;;;;
1008;139;PIURA;TALARA;200701-301581: MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS; S/1,022,921 ; S/8,036,580 ;5; S/7,841,575 ; S/5,667,602 ; S/4,443,724 ; S/4,422,378 ; S/4,422,378 ;55;2; S/144,150 ;5;12;;;;;;;;;;;;
206;140;AREQUIPA;AREQUIPA;040104-300334: MUNICIPALIDAD DISTRITAL DE CERRO COLORADO; S/1,424,768 ; S/5,437,865 ;5; S/4,744,875 ; S/3,504,264 ; S/2,967,543 ; S/2,967,543 ; S/2,967,543 ;54.6;2; S/229,142 ;5;12;;;;;;;;;;;;
22;141;AMAZONAS;CONDORCANQUI;10402-300041: MUNICIPALIDAD DISTRITAL DE EL CENEPA; S/-   ; S/136,185 ;3; S/136,185 ; S/136,185 ; S/136,185 ; S/136,185 ; S/136,185 ;100;5; S/12,537 ;3;11;;;;;;;;;;;;
23;142;AMAZONAS;CONDORCANQUI;010401-300040: MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI - NIEVA; S/-   ; S/33,045 ;2; S/33,041 ; S/33,041 ; S/33,041 ; S/33,041 ; S/33,041 ;100;5; S/51,344 ;4;11;;;;;;;;;;;;
379;143;CAJAMARCA;JAEN;060807-300629: MUNICIPALIDAD DISTRITAL DE POMAHUACA; S/-   ; S/507,322 ;4; S/507,321 ; S/507,320 ; S/507,320 ; S/507,320 ; S/507,320 ;100;5; S/9,245 ;2;11;;;;;;;;;;;;
576;144;HUANUCO;HUANUCO;100111-301835: MUNICIPALIDAD DISTRITAL DE PILLCO MARCA; S/15,000 ; S/64,000 ;2; S/64,000 ; S/64,000 ; S/64,000 ; S/64,000 ; S/64,000 ;100;5; S/51,354 ;4;11;;;;;;;;;;;;
590;145;HUANUCO;HUAMALIES;100503-300918: MUNICIPALIDAD DISTRITAL DE CHAVIN DE PARIARCA; S/200,000 ; S/573,340 ;4; S/573,340 ; S/573,340 ; S/573,340 ; S/573,340 ; S/573,340 ;100;5; S/3,866 ;2;11;;;;;;;;;;;;
651;146;ICA;PISCO;110501-300995: MUNICIPALIDAD PROVINCIAL DE PISCO; S/47,384 ; S/33,000 ;2; S/33,000 ; S/33,000 ; S/33,000 ; S/33,000 ; S/33,000 ;100;5; S/78,636 ;4;11;;;;;;;;;;;;
774;147;LA LIBERTAD;PATAZ;130811-301186: MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHALLAS; S/740,419 ; S/634,060 ;4; S/634,055 ; S/634,055 ; S/634,055 ; S/634,055 ; S/634,055 ;100;5; S/2,290 ;2;11;;;;;;;;;;;;
821;148;LIMA;LIMA;150105-301254: MUNICIPALIDAD DISTRITAL DE BREÑA; S/125,000 ; S/58,900 ;2; S/58,900 ; S/58,900 ; S/58,900 ; S/58,900 ; S/58,900 ;100;5; S/93,111 ;4;11;;;;;;;;;;;;
840;149;LIMA;LIMA;150126-301275: MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA; S/267,752 ; S/183,367 ;3; S/183,366 ; S/183,366 ; S/183,366 ; S/183,366 ; S/183,366 ;100;5; S/22,230 ;3;11;;;;;;;;;;;;
923;150;LORETO;REQUENA;160501-301454: MUNICIPALIDAD PROVINCIAL DE REQUENA; S/26,500 ; S/6,000 ;2; S/6,000 ; S/6,000 ; S/6,000 ; S/6,000 ; S/6,000 ;100;5; S/74,744 ;4;11;;;;;;;;;;;;
929;151;LORETO;DATEM DEL MARAÑON;160704-301441: MUNICIPALIDAD DISTRITAL DE MORONA; S/-   ; S/121,971 ;3; S/121,970 ; S/121,943 ; S/121,943 ; S/121,943 ; S/121,943 ;100;5; S/13,492 ;3;11;;;;;;;;;;;;
935;152;MADRE DE DIOS;TAHUAMANU;170301-301478: MUNICIPALIDAD PROVINCIAL DE TAHUAMANU - IÑAPARI; S/251,089 ; S/276,832 ;3; S/276,830 ; S/276,830 ; S/276,830 ; S/276,830 ; S/276,830 ;100;5; S/11,047 ;3;11;;;;;;;;;;;;
555;153;HUANCAVELICA;TAYACAJA;090703-300870: MUNICIPALIDAD DISTRITAL DE ACRAQUIA; S/-   ; S/584,172 ;4; S/583,807 ; S/583,807 ; S/583,807 ; S/583,807 ; S/583,807 ;99.9;5; S/3,548 ;2;11;;;;;;;;;;;;
1025;154;PUNO;PUNO;210109-301601: MUNICIPALIDAD DISTRITAL DE MAÑAZO; S/-   ; S/823,437 ;4; S/823,021 ; S/823,021 ; S/823,021 ; S/823,021 ; S/823,021 ;99.9;5; S/5,345 ;2;11;;;;;;;;;;;;
810;155;LAMBAYEQUE;FERRENAFE;140205-301236: MUNICIPALIDAD DISTRITAL DE PITIPO; S/-   ; S/119,886 ;3; S/119,884 ; S/119,638 ; S/119,638 ; S/119,638 ; S/119,638 ;99.8;5; S/21,977 ;3;11;;;;;;;;;;;;
1080;156;PUNO;LAMPA;210704-301656: MUNICIPALIDAD DISTRITAL DE NICASIO; S/40,000 ; S/767,966 ;4; S/765,949 ; S/765,948 ; S/765,948 ; S/765,948 ; S/765,948 ;99.7;5; S/2,419 ;2;11;;;;;;;;;;;;
370;157;CAJAMARCA;CUTERVO;060613-300617: MUNICIPALIDAD DISTRITAL DE SANTO TOMAS; S/100,000 ; S/695,134 ;4; S/695,131 ; S/693,951 ; S/693,951 ; S/692,642 ; S/692,642 ;99.6;5; S/7,603 ;2;11;;;;;;;;;;;;
297;158;AYACUCHO;HUANTA;050405-300468: MUNICIPALIDAD DISTRITAL DE LURICOCHA; S/-   ; S/541,733 ;4; S/539,105 ; S/539,105 ; S/539,105 ; S/539,105 ; S/539,105 ;99.5;5; S/6,217 ;2;11;;;;;;;;;;;;
160;159;APURIMAC;ANDAHUAYLAS;030214-300273: MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA; S/360,000 ; S/542,405 ;4; S/539,349 ; S/539,349 ; S/539,349 ; S/539,349 ; S/539,349 ;99.4;5; S/1,650 ;2;11;;;;;;;;;;;;
129;160;ANCASH;SANTA;021803-300226: MUNICIPALIDAD DISTRITAL DE COISHCO; S/6,560 ; S/134,142 ;3; S/133,141 ; S/133,141 ; S/133,141 ; S/133,141 ; S/133,141 ;99.3;5; S/17,491 ;3;11;;;;;;;;;;;;
439;161;CUSCO ;CALCA;080406-300713: MUNICIPALIDAD DISTRITAL DE SAN SALVADOR; S/200,000 ; S/712,044 ;4; S/706,633 ; S/706,633 ; S/706,633 ; S/706,633 ; S/706,633 ;99.2;5; S/6,175 ;2;11;;;;;;;;;;;;
600;162;HUANUCO;LEONCIO PRADO;100606-300932: MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAUN; S/48,020 ; S/102,896 ;3; S/101,841 ; S/101,841 ; S/101,841 ; S/101,841 ; S/101,841 ;99;5; S/11,187 ;3;11;;;;;;;;;;;;
611;163;HUANUCO;LAURICOCHA;101001-300946: MUNICIPALIDAD PROVINCIAL DE LAURICOCHA - JESUS; S/-   ; S/675,229 ;4; S/668,821 ; S/668,720 ; S/668,642 ; S/668,642 ; S/668,642 ;99;5; S/3,291 ;2;11;;;;;;;;;;;;
1162;164;TACNA;TACNA;230103-301780: MUNICIPALIDAD DISTRITAL DE CALANA; S/-   ; S/534,580 ;4; S/529,936 ; S/529,927 ; S/529,699 ; S/528,439 ; S/528,439 ;98.9;5; S/3,424 ;2;11;;;;;;;;;;;;
451;165;CUSCO ;CANCHIS;080603-300726: MUNICIPALIDAD DISTRITAL DE COMBAPATA; S/693,904 ; S/507,610 ;4; S/506,283 ; S/506,283 ; S/506,283 ; S/501,763 ; S/501,763 ;98.8;5; S/5,026 ;2;11;;;;;;;;;;;;
557;166;HUANCAVELICA;TAYACAJA;090706-300873: MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDES; S/-   ; S/130,477 ;3; S/130,402 ; S/130,087 ; S/130,087 ; S/128,918 ; S/128,917 ;98.8;5; S/10,002 ;3;11;;;;;;;;;;;;
272;167;AREQUIPA;CONDESUYOS;040601-300415: MUNICIPALIDAD PROVINCIAL DE CONDESUYOS - CHUQUIBAMBA; S/157,592 ; S/270,877 ;3; S/270,877 ; S/267,085 ; S/267,085 ; S/267,085 ; S/267,085 ;98.6;5; S/16,426 ;3;11;;;;;;;;;;;;
440;168;CUSCO ;CALCA;080407-300714: MUNICIPALIDAD DISTRITAL DE TARAY; S/-   ; S/998,480 ;4; S/993,571 ; S/993,571 ; S/983,448 ; S/983,448 ; S/983,448 ;98.5;5; S/4,880 ;2;11;;;;;;;;;;;;
1143;169;SAN MARTIN;PICOTA;220701-301740: MUNICIPALIDAD PROVINCIAL DE PICOTA; S/-   ; S/120,609 ;3; S/118,837 ; S/118,837 ; S/118,837 ; S/118,837 ; S/118,837 ;98.5;5; S/44,039 ;3;11;;;;;;;;;;;;
742;170;LA LIBERTAD;TRUJILLO;130110-301136: MUNICIPALIDAD DISTRITAL DE SIMBAL; S/-   ; S/718,197 ;4; S/706,750 ; S/706,660 ; S/706,660 ; S/706,660 ; S/706,660 ;98.4;5; S/4,515 ;2;11;;;;;;;;;;;;
468;171;CUSCO ;ESPINAR;080808-300747: MUNICIPALIDAD DISTRITAL DE ALTO PICHIGUA; S/-   ; S/705,026 ;4; S/693,266 ; S/693,266 ; S/693,266 ; S/693,266 ; S/693,266 ;98.3;5; S/1,981 ;2;11;;;;;;;;;;;;
428;172;CUSCO ;ANTA;080302-300700: MUNICIPALIDAD DISTRITAL DE ANCAHUASI; S/50,000 ; S/749,590 ;4; S/738,789 ; S/736,629 ; S/736,629 ; S/735,492 ; S/735,492 ;98.1;5; S/7,784 ;2;11;;;;;;;;;;;;
90;173;ANCASH;HUARI;021010-300159: MUNICIPALIDAD DISTRITAL DE PAUCAS; S/-   ; S/614,163 ;4; S/614,163 ; S/602,065 ; S/602,065 ; S/602,065 ; S/602,065 ;98;5; S/1,565 ;2;11;;;;;;;;;;;;
163;174;APURIMAC;ANDAHUAYLAS;030217-300276: MUNICIPALIDAD DISTRITAL DE TUMAY HUARACA; S/-   ; S/546,402 ;4; S/534,388 ; S/534,388 ; S/534,388 ; S/534,388 ; S/534,388 ;97.8;5; S/1,912 ;2;11;;;;;;;;;;;;
627;175;ICA;ICA;110107-300966: MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO; S/400,000 ; S/517,834 ;4; S/506,494 ; S/506,494 ; S/506,494 ; S/506,494 ; S/506,494 ;97.8;5; S/7,513 ;2;11;;;;;;;;;;;;
1028;176;PUNO;PUNO;210112-301604: MUNICIPALIDAD DISTRITAL DE PLATERIA; S/5,380 ; S/538,003 ;4; S/538,001 ; S/526,162 ; S/526,162 ; S/526,162 ; S/526,162 ;97.8;5; S/7,346 ;2;11;;;;;;;;;;;;
416;177;CUSCO ;CUSCO;080102-300685: MUNICIPALIDAD DISTRITAL DE CCORCCA; S/-   ; S/521,050 ;4; S/508,715 ; S/508,715 ; S/508,295 ; S/508,295 ; S/508,295 ;97.6;5; S/2,405 ;2;11;;;;;;;;;;;;
545;178;HUANCAVELICA;HUAYTARA;090601-300852: MUNICIPALIDAD PROVINCIAL DE HUAYTARA; S/285,956 ; S/918,447 ;4; S/896,681 ; S/896,681 ; S/896,681 ; S/896,681 ; S/896,681 ;97.6;5; S/2,374 ;2;11;;;;;;;;;;;;
979;179;PIURA;AYABACA;200203-301540: MUNICIPALIDAD DISTRITAL DE JILILI; S/-   ; S/590,621 ;4; S/589,985 ; S/581,172 ; S/577,244 ; S/576,704 ; S/576,704 ;97.6;5; S/2,399 ;2;11;;;;;;;;;;;;
792;180;LA LIBERTAD;VIRU;131202-301210: MUNICIPALIDAD DISTRITAL DE CHAO; S/-   ; S/194,431 ;3; S/189,258 ; S/189,039 ; S/189,039 ; S/189,039 ; S/189,039 ;97.2;5; S/39,125 ;3;11;;;;;;;;;;;;
744;181;LA LIBERTAD;ASCOPE;130201-301140: MUNICIPALIDAD PROVINCIAL DE ASCOPE; S/380,000 ; S/530,696 ;4; S/517,566 ; S/515,078 ; S/515,078 ; S/515,078 ; S/515,078 ;97.1;5; S/6,855 ;2;11;;;;;;;;;;;;
467;182;CUSCO ;ESPINAR;080807-300746: MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO; S/-   ; S/820,390 ;4; S/820,388 ; S/790,388 ; S/790,388 ; S/790,388 ; S/790,388 ;96.3;5; S/1,566 ;2;11;;;;;;;;;;;;
705;183;JUNIN;JUNIN;120501-301086: MUNICIPALIDAD PROVINCIAL DE JUNIN; S/-   ; S/192,094 ;3; S/192,092 ; S/185,116 ; S/184,359 ; S/184,359 ; S/184,359 ;96;5; S/11,238 ;3;11;;;;;;;;;;;;
454;184;CUSCO ;CANCHIS;080608-300731: MUNICIPALIDAD DISTRITAL DE TINTA; S/324,499 ; S/943,016 ;4; S/903,244 ; S/903,244 ; S/903,244 ; S/903,244 ; S/903,244 ;95.8;5; S/5,474 ;2;11;;;;;;;;;;;;
216;185;AREQUIPA;AREQUIPA;040115-300345: MUNICIPALIDAD DISTRITAL DE QUEQUEÑA; S/-   ; S/609,547 ;4; S/609,544 ; S/579,652 ; S/579,652 ; S/579,652 ; S/579,652 ;95.1;5; S/6,977 ;2;11;;;;;;;;;;;;
